PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23
-0.21756432190003117,4.656605564357997,-0.5011099647510718,-2.2036380195440466,-2.3045869374069463,-0.4250630327025161,-1.6583752956212685,-1.4863446350813572,-0.6394981647450939,-1.1551435544650224,-3.6042233567497513,0.23029563363385133,-1.17006045202391,1.862787705494981,2.8402479767746893,-0.921187475983506,-3.1019942152944493,2.6830950624022303,0.05605836238267023,0.21418160121922328,-1.2426749389902954,0.19627225220125585,-1.0188140781173058
2.0706386231946508,4.865533105980613,-0.5789068110076809,-2.294360794778683,-1.9532040164086457,-0.5126793730371468,-3.481508598016462,-1.525239534842683,-0.12802287227962963,-1.179067072552282,-1.2153635905038094,-0.19044444342511838,-0.7748803111747955,1.7880878830836335,3.405102834085548,-0.968141449798427,-2.6674719250394556,1.9939710754619546,-1.1951787729790164,0.9552534118411867,-0.526433971517976,-0.3898616691219843,-1.1392649162771227
2.864465758036153,4.8993364787030265,-0.5961629965819123,-3.740272488424814,-1.7491274413986135,-0.6417533723821082,-4.456961383777533,-0.9934457764647602,-0.011898587771534404,-1.0851902898672767,-1.473239898209299,-1.0621875802344347,0.30704823780595863,1.7622568726365055,2.641659117146114,1.6488693435334805,-1.408348954619813,0.6055016325603227,-1.8437455607205562,1.0733820063970931,-0.3511805897758332,-0.2599422970487055,-0.5817375379786632
2.721296468537943,4.899863610193672,-0.7373938725186016,-3.8234315139536528,-1.93231423382644,-0.6818415956949418,-4.879418570828298,-1.0410841233370873,0.12135321490711114,-1.0250717715109432,-0.8475974410928211,-0.8293261932707597,0.2751342367034405,1.7570042294078512,1.1857059950795483,1.129880018178433,-1.0420925751397638,0.05169687772534869,-1.368637564088046,0.851595895314647,-0.23275757567406244,-0.13953833267288251,-0.03597795129146396
0.34344744980902125,4.8503647941356345,-0.5193766743302652,-2.0484150618774652,-1.258328211058629,-0.42983273272894484,-2.082921094680503,-1.4730956825662553,-0.06481234899537074,-1.1840586124062198,-0.2951934151839855,-0.09846052102857815,-0.1824870319696754,1.249806152461465,-0.0746157451087808,-2.372551204048761,-1.5946186641381832,0.49495047419373195,0.0235502177774454,0.36852493265214764,-0.03110611414333219,0.06769512196801479,0.0593088821070811
0.32025091426459296,4.836003610313969,-0.5231370162959399,-2.065879982216953,-1.296063603438306,-0.4283512775222188,-2.213318378118457,-1.4395668787896674,-0.08232556841167918,-1.1847771141370214,-0.296738732840063,-0.09591172419712536,-0.20619454543468618,1.2296947735827977,-0.09618705383502142,-2.3612742565088607,-1.600436692246761,0.5111983916522741,0.030539451518224264,0.3823214360441368,-0.02191799966588236,0.06662455414810152,0.03676101637256014
0.3025138961144027,3.9468050349661175,-0.47772692901354896,-2.9104806509562806,-1.4137023296477262,-0.370887945940288,-2.77217468095183,0.975768760486813,-0.2154065884974377,0.40043553630361817,-0.3228672844515469,0.583293006448464,-0.11201754313736476,-0.6871177205119652,-0.3393335751059383,0.7667603592273861,-0.2110202934894243,-0.32018420126546143,-0.09075622455057929,0.06854001455388008,-0.13381903231133616,0.2577752118544427,0.12294050750833643
0.33965420985965894,3.9479515010717523,-0.4806848712004031,-2.9226348611438664,-1.4413081029447206,-0.37742016883331586,-2.8374491473430026,0.9735175923828464,-0.21563033426302639,0.419087211607471,-0.2559784371366431,0.6301937168337376,-0.14457672654591228,-0.6455155100686559,-0.29849309194458556,0.7817730656328084,-0.2216401205701093,-0.29456584663925967,-0.08101188587474673,0.04257582739027684,-0.1320391470507988,0.2596661153180978,0.12537655683894922
0.33628289546527346,3.9486263012898397,-0.4862467281130932,-2.9221703277604743,-1.4383546727286263,-0.3750822976910621,-2.8295017392721022,0.9754175763149135,-0.2177936242348096,0.4066811515017306,-0.3311117864701427,0.5836765965954733,-0.10516405985650296,-0.6815653394499174,-0.3401225022306834,0.7676434441173609,-0.2196385706803748,-0.3155328234741344,-0.09750815680029633,0.06814579526023817,-0.1321740137911461,0.257198310590019,0.12213659897812103
0.35340421529439164,3.952875065577788,-0.4823155822609924,-2.928393136050756,-1.4517470936777965,-0.37686352257659955,-2.8476503697172197,0.9809471920874772,-0.21776682796381677,0.4131926540259025,-0.33612391861199115,0.5866449254789623,-0.10219045682017475,-0.6729782599102578,-0.35080407905559746,0.767246924481976,-0.22078395413968344,-0.3076406753984074,-0.09235919387305418,0.059505534309374004,-0.1373268500076028,0.2567511074947732,0.11359967817730095
